0,4943.999,2979.993,1489.94,989.9398,1239.94,904.9398
1,4891.196,2956.28,1498.503,983.5034,1233.503,898.5034
2,4840.86,2936.014,1494.551,964.5508,1214.551,879.5508
3,4791.733,2920.057,1481.061,966.0612,1201.061,866.0612
4,4737.748,2903.819,1463.451,963.4506,1183.451,848.4506
5,4687.414,2899.428,1446.62,946.6205,1166.62,831.6205
6,4635.802,2894.929,1434.357,934.3574,1154.357,819.3574
7,4594.198,2879.253,1420.098,920.0977,1140.098,820.0977
8,4536.724,2856.275,1413.888,928.8882,1133.888,813.8882
9,4497.361,2840.563,1407.907,922.907,1127.907,822.907
10,4460.469,2839.081,1387.96,902.9601,1107.96,802.9601
11,4394.733,2815.886,1378.681,908.6815,1098.681,793.6815
12,4327.284,2799.955,1362.164,892.1642,1082.164,792.1642
13,4281.58,2776.984,1351.6,881.6003,1071.6,796.6003
14,4225.541,2753.205,1334.367,879.3677,1054.367,779.3677
15,4187.59,2732.173,1318.565,878.5649,1038.565,763.5649
16,4136.133,2726.418,1299.082,859.0822,1019.082,744.0822
17,4086.8,2716.452,1280.349,840.3496,1000.349,725.3496
18,4041.528,2715.302,1270.445,830.4456,990.4453,715.4456
19,3977.812,2691.245,1252.16,827.1603,972.16,697.1603
20,3930.036,2689.13,1242.824,817.8245,962.8242,687.8245
21,3877.928,2664.727,1224.734,799.7345,944.7342,684.7345
22,3821.308,2639.925,1233.269,793.2695,938.2692,678.2695
23,3761.532,2619.361,1221.306,781.306,926.3057,681.306
24,3714.345,2611.156,1214.511,774.5111,919.5108,674.5111
25,3651.094,2606.756,1208.467,768.4673,913.467,668.4673
26,3595.708,2599.965,1189.943,749.9434,894.9431,649.9434
27,3536.328,2578.75,1177.788,737.7883,882.788,652.7883
28,3485.361,2560.657,1158.351,718.3512,863.3509,648.3512
29,3433.109,2542.092,1157.78,702.7803,847.78,632.7803
30,3388.549,2526.375,1142.791,687.7917,832.7914,632.7917
31,3341.282,2509.857,1130.061,690.0611,820.0608,620.0611
32,3290.076,2494.638,1110.414,670.4145,800.4142,615.4145
33,3225.54,2479.386,1091.224,651.2243,781.224,611.2243
34,3168.185,2462.407,1078.74,638.7405,768.7402,613.7405
35,3106.518,2438.24,1082.29,627.2905,757.2902,602.2905
36,3051.885,2422.198,1065.613,610.6139,740.6136,600.6139
37,2996.166,2400.032,1046.094,591.0947,721.0944,596.0947
38,2931.689,2383.812,1026.329,571.3292,701.3289,591.3292
39,2868.899,2361.609,1016.94,576.9409,691.9406,581.9409
40,2804.473,2339.232,1007.995,567.9951,682.9948,587.9951
41,2753.128,2314.895,1012.588,557.5886,672.5883,577.5886
42,2685.698,2292.235,993.0595,538.06,653.0597,573.06
43,2628.772,2273.534,987.6414,532.6418,647.6415,582.6418
44,2566.691,2249.092,975.9583,520.9588,635.9585,585.9588
45,2508.198,2241.517,964.6532,509.6537,624.6534,574.6537
46,2464.041,2222.084,947.0527,492.0532,607.0529,572.0532
47,2401.066,2204.213,938.2629,483.2634,598.2631,578.2634
48,2336.408,2186.369,919.3408,464.3413,579.3409,574.3413
49,2278.892,2169.432,915.8423,445.8427,560.8424,555.8428
50,2221.661,2146.687,901.4642,431.4647,546.4644,556.4647
51,2157.262,2140.028,891.9239,421.9243,536.924,546.9244
52,2094.468,2117.151,893.7938,408.7943,523.7939,533.7943
53,2033.689,2096.834,885.4375,415.4379,515.4376,525.438
54,1983.13,2078.156,877.1125,407.1129,507.1126,532.113
55,1937.989,2058.935,861.9013,391.9017,491.9014,531.9018
56,1879.968,2039.424,851.9294,381.9298,481.9295,536.9299
57,1836.88,2016.155,839.5756,369.576,469.5757,539.5761
58,1769.82,1991.474,821.5991,351.5995,451.5992,536.5995
59,1726.024,1986.511,812.0287,342.0291,442.0288,527.0292
60,1677.167,1971.106,809.5934,324.5938,424.5935,509.5939
61,1620.27,1955.009,791.9917,306.9921,406.9918,506.9922
62,1565.697,1938.674,781.7486,296.749,396.7487,511.7491
63,1522.054,1914.691,775.0638,290.0642,390.0639,520.0643
64,1467.7,1891.811,758.1937,273.1941,373.1938,518.1942
65,1408.571,1870.083,743.7988,273.7992,358.7989,503.7993
66,1362.856,1852.73,737.7787,267.7792,352.7789,512.7793
67,1296.661,1830.942,720.7232,265.7236,335.7233,495.7237
68,1247.435,1814.457,713.5663,258.5668,328.5665,503.5669
69,1190.487,1795.231,704.1536,264.154,319.1537,494.1541
70,1136.419,1775.512,696.1996,256.2001,311.1998,501.2002
71,1067.796,1752.415,693.8936,238.894,293.8937,483.8941
72,1007.811,1728.984,684.8039,229.8044,284.804,489.8044
73,949.0829,1706.935,673.2231,218.2236,273.2233,493.2237
74,890.0231,1688.703,672.0686,202.0691,257.0688,477.0692
75,826.3613,1664.225,652.4098,197.4103,237.41,457.4104
76,786.0824,1643.554,647.0263,192.0268,232.0265,467.0269
77,736.1489,1623.838,628.3634,188.3639,213.3636,448.364
78,676.8177,1603.152,621.2163,181.2168,206.2165,456.2169
79,613.8944,1580.857,607.2571,167.2576,192.2573,457.2577
80,573.198,1561.624,601.7657,161.7662,186.7659,466.7663
81,522.1971,1541.649,607.9496,152.9501,177.9498,457.9502
82,470.0126,1519.126,590.6375,135.6379,160.6376,455.638
83,419.9308,1502.305,580.698,125.6984,150.6981,460.6985
84,375.2002,1484.906,588.2067,118.2071,143.2068,468.2072
85,330.9366,1482.798,578.4357,108.4362,133.4358,473.4362
86,277.7621,1460.049,566.736,96.73647,121.7361,491.7365
87,237.3434,1438.067,553.0812,98.08167,108.0813,493.0817
88,181.2866,1419.821,538.4414,113.4419,93.44156,478.442
89,118.092,1418.463,519.0928,94.09325,74.09291,474.0933
90,51.37712,1397.968,510.1562,85.15665,65.15631,495.1567
91,-5.976447,1389.623,493.9498,68.95026,48.94992,493.9503
