0,4942.182,2982.142,1503.448,988.4476,1238.448,888.4476
1,4886.044,2966.384,1488.144,973.1437,1223.144,888.1437
2,4840.815,2949.199,1469.099,954.0989,1204.099,884.0989
3,4784.219,2930.337,1452.53,952.5302,1187.53,867.5302
4,4737.476,2911.138,1443.758,958.7585,1178.758,858.7585
5,4694.616,2886.403,1434.802,949.8016,1169.802,864.8016
6,4637.679,2865.513,1426.181,941.1813,1161.181,871.1813
7,4586.922,2856.682,1409.583,924.583,1144.583,854.583
8,4541.549,2832.084,1401.098,916.0982,1136.098,861.0982
9,4481.404,2809.675,1392.624,922.6243,1127.624,852.6243
10,4421.972,2792.299,1398.371,913.3708,1118.371,843.3708
11,4366.039,2777.027,1384.337,914.3368,1104.337,829.3368
12,4319.515,2752.926,1393.433,908.4333,1098.433,823.4333
13,4253.647,2737.725,1385.139,900.1389,1090.139,830.1389
14,4206.764,2719.689,1379.898,894.8982,1084.898,839.8982
15,4145.392,2715.605,1365.159,880.1588,1070.159,825.1588
16,4089.571,2692.198,1347.784,862.7846,1052.784,822.7846
17,4022.588,2690.259,1342.689,857.6891,1047.689,817.6891
18,3956.656,2668.302,1323.814,853.8142,1028.814,798.8142
19,3913.369,2658.572,1306.625,836.6251,1011.625,781.6251
20,3850.904,2634.513,1304.408,819.4084,994.4083,764.4084
21,3791.955,2617.557,1301.174,801.1742,976.1741,746.1742
22,3751.909,2600.506,1282.618,782.6184,957.6183,742.6184
23,3691.919,2577.073,1278.704,763.7041,938.704,723.7041
24,3644.408,2554.005,1265.438,750.4385,925.4384,725.4385
25,3600.504,2537.636,1258.788,758.7878,918.7877,718.7878
26,3549.281,2528.961,1246.25,746.2498,906.2497,706.2498
27,3489.196,2513.867,1236.346,736.3461,896.3459,711.3461
28,3438.907,2490.32,1216.524,716.5245,876.5244,706.5245
29,3374.974,2470.03,1198.057,713.0574,858.0573,688.0574
30,3323.042,2454.681,1191.725,706.7245,851.7244,696.7245
31,3261.798,2431.536,1179.56,709.5594,839.5593,684.5594
